id,date,direction,duration,source,category,summary
CAL019a16ee1a2770fa9acfd7d7227950cb,2025-10-24,inbound,33,Rhino Drainage System Bay Area,SPAM,Google listing scam voicemail with opt-out number
CAL019a172bd3137dd292e998aa522f1b12,2025-10-24,inbound,12,Rhino Concrete Lafayette,SPAM,Google listing not properly verified scam
CAL019a17416088796f8d346e85ab670358,2025-10-24,inbound,16,Rhino Concrete Danville,SPAM,Google listing scam - prevent customers
CAL019a1768684972fabb65b949b09272ac,2025-10-24,inbound,15,Rhino Concrete Danville,SPAM,Google listing scam - avoid disruption
CAL019a177d88eb7aa4a709d0d9586164e6,2025-10-24,inbound,27,Rhino Retaining Walls & Pavers Oakland,SPAM,Richard calling about Google page
CAL019a178652c5760d893546edb46a7a66,2025-10-24,inbound,12,Rhino Drainage System Bay Area,SPAM,Google Voice clients having trouble finding you
CAL019a17d6b3e97c06a10a1a63f0b59f23,2025-10-24,inbound,18,Oakland ADU Builder & Room Addition,SPAM,Google listing scam
CAL019a17d7326c7b7198fc2c4c9548a3e5,2025-10-24,inbound,106,Lafayette GMB,OPERATIONS,Internal call - brief and casual
CAL019a17e2093878af8af43fe0dac14282,2025-10-24,inbound,10,Rhino Concrete Livermore,SPAM,Google listing scam - address an issue
CAL019a17e8c8a8707894f1b8b9df3b3ed5,2025-10-24,inbound,17,Rhino Drainage System Bay Area,INCOMPLETE,Just hello
CAL019a17e9cf4372cbb0bbfadfb60c9313,2025-10-24,inbound,18,Oakland ADU Builder & Room Addition,SPAM,Google listing not properly verified scam
CAL019a17f5ca3f77669a7bc79e5964686e,2025-10-24,inbound,9,Oakland ADU Builder & Room Addition,SPAM,Google listing scam - records indicating not verified
CAL019a183656837c568460329b2d77f633,2025-10-24,inbound,19,Lafayette GMB,INCOMPLETE,Just hello from Roly
CAL019a2660e14b72a596759f338590d6bd,2025-10-27,inbound,35,Rhino Concrete Livermore,SPAM,Google listing scam voicemail with opt-out
CAL019a2666d2e175b4905ad298498e8d8f,2025-10-27,inbound,11,Home Remodelers Orinda,SPAM,Google Voice search not verified scam
CAL019a268a8683712a8f63d05f4074df73,2025-10-27,inbound,13,Rhino Concrete Oakland,SPAM,Google Voice search customers cannot find scam
CAL019a26e3f7e075f79aefd0675ea6cd7e,2025-10-27,inbound,12,Rhino Concrete Danville,SPAM,Google Voice clients having trouble scam
CAL019a275db5e07458a83c94f875c3c47b,2025-10-27,inbound,45,Pleasant Hill GMB,SPAM,Google listing scam voicemail with opt-out
CAL019a27d09f877f9b98d427a313394488,2025-10-27,inbound,57,Orinda GMB,CUSTOMER,Dugart voicemail requesting quote for home remodel in Pleasant Hill
CAL019a282e323277129724433ede554d76,2025-10-27,inbound,39,Orinda GMB,CUSTOMER,Elizabeth Thomas voicemail for Shane about small cooking project
CAL019a2b71cd8178df9af9120b11083000,2025-10-28,inbound,34,Home Remodelers Orinda,SPAM,Google Voice listing opt-out scam voicemail
CAL019a2ba8d6f27551b8d8de3e42585bc5,2025-10-28,inbound,17,Oakland ADU Builder & Room Addition,INCOMPLETE,Just hello greeting
CAL019a2bdb66067d069198767cc2cddec0,2025-10-28,inbound,16,Lafayette GMB,INCOMPLETE,Just hello greeting
CAL019a2be05fd177c791a85040cbf20eae,2025-10-28,inbound,22,Lafayette GMB,INCOMPLETE,Just hello greeting
CAL019a2c0dd6c47cff92150badff22b35b,2025-10-28,inbound,11,Rhino Bathroom & Kitchen Remodel Oakland,INCOMPLETE,Just hello greeting
CAL019a2c28e80a7bba9e9bb89b8a1298a8,2025-10-28,inbound,14,Oakland ADU Builder & Room Addition,SPAM,Google listing scam - prevent customers
CAL019a2c3a8223756985e36ba5f819fc27,2025-10-28,inbound,29,Rhino Drainage System Bay Area,NOT_FIT,Caller asking to buy trough drains - not a service inquiry
CAL019a2c4281d770ec8e1acf133288ed60,2025-10-28,inbound,19,Rhino Retaining Walls & Pavers Oakland,INCOMPLETE,Just hello greeting
CAL019a2c60e0837e70b6d35e5b9b56df75,2025-10-28,inbound,12,Oakland ADU Builder & Room Addition,SPAM,Google listing not verified scam
CAL019a2c71d70f7b4a80ddd4c131b3e344,2025-10-28,inbound,34,Home Remodelers Orinda,SPAM,Google Voice listing opt-out scam voicemail
CAL019a2c7701367db488330fadf34ac287,2025-10-28,inbound,31,Orinda GMB,SPAM,Google listing scam voicemail with opt-out
CAL019a2c7ccaac7ca58d5cb38cd2ab76af,2025-10-28,inbound,43,Rhino Concrete Livermore,SPAM,Google listing scam voicemail with opt-out
CAL019a2c850c647fe592b8de8661503cff,2025-10-28,inbound,31,Rhino Drainage System Bay Area,SPAM,Google listing scam voicemail with opt-out
CAL019a2c88b8e07ef0a37588e752b5ceb4,2025-10-28,inbound,100,Lafayette GMB,OPERATIONS,Internal call about Elizabeth Thomas reply
CAL019a2cc34eb475deaf05945984f814a9,2025-10-28,inbound,113,Lafayette GMB,OPERATIONS,Express Updates verifying business info - address bathroom remodeling ADU
CAL019a2ce2fe08742bb8771f27f7e17524,2025-10-28,inbound,96,Lafayette GMB,OPERATIONS,PRV Engineers offering engineering and special inspection services
CAL019a308b353f7c0ca28ddf5f12a91440,2025-10-29,inbound,30,Rhino Retaining Walls & Pavers Oakland,SPAM,Google listing scam voicemail with opt-out
CAL019a3093f0f97482a171a1d878920a9b,2025-10-29,inbound,43,Rhino Concrete Lafayette,SPAM,Google listing scam voicemail
CAL019a30dde27372c2b9f2c28e12e203a6,2025-10-29,inbound,169,Lafayette GMB,SPAM,Yelp advertising sales call from Mauricio
CAL019a30ff4a987207ac893bc994602d75,2025-10-29,inbound,21,Pleasant Hill GMB,INCOMPLETE,Just hello greeting
CAL019a31153d7d743cb57abfdf47f4f20b,2025-10-29,inbound,39,Orinda GMB,SPAM,Maurice claiming Google profile problems - asking for Shay
CAL019a312b76187d4ebbc05a42394b68b0,2025-10-29,inbound,21,Rhino Concrete Danville,SPAM,Google listing scam - status of listing
CAL019a3160916779b8b9f668fcbc3b85b3,2025-10-29,inbound,18,Pleasant Hill GMB,INCOMPLETE,Just hello greeting
CAL019a3188ac0173b1b8e6e6e97be34432,2025-10-29,inbound,30,Orinda GMB,SPAM,QuickBooks and Paygration sales call from Jay
CAL019a318effe8743ca3762b37cee4c79d,2025-10-29,inbound,49,Lafayette GMB,SPAM,QuickBooks and Paygration sales call from Dustin
CAL019a31946f8c76ea99dfbf719f161f39,2025-10-29,inbound,76,Lafayette GMB,OPERATIONS,Internal call about Central Valley transactions and accounting
CAL019a31aa84717c36aaa797f29115bfab,2025-10-29,inbound,16,Pleasant Hill GMB,SPAM,Google listing scam - having trouble finding you
CAL019a31ad244f79258a502515bba1f850,2025-10-29,inbound,35,Rhino Retaining Walls & Pavers Oakland,INCOMPLETE,Just hello from Roly
CAL019a31b21d9a7ad7943266154bf45cf6,2025-10-29,inbound,17,Oakland ADU Builder & Room Addition,SPAM,Google listing scam - prevent customers
CAL019a31b722b57ad3b5a42a9ef7261e63,2025-10-29,inbound,210,Rhino Concrete Oakland,CUSTOMER,Sharif Jaiyeola requesting quote for 8.25 cubic yards concrete at 812 54th St Oakland
CAL019a31c5e8957347822cc52f97823ec3,2025-10-29,inbound,29,Rhino Retaining Walls & Pavers Oakland,INCOMPLETE,Just hello from Roly
CAL019a31e8af25707c9c13a05c419de27c,2025-10-29,inbound,40,Rhino Drainage System Bay Area,INCOMPLETE,Hello with no response
CAL019a31ea64547a088f37487857f63812,2025-10-29,inbound,56,Oakland ADU Builder & Room Addition,SPAM,Merchant Service Center sales call from Rafaella
CAL019a35a46bc37a3ea3640f5728a4e77b,2025-10-30,inbound,42,Orinda GMB,SPAM,Alan from Pinion Newswire about press release
CAL019a35cd1ea87bf1b1d08a7deb986743,2025-10-30,inbound,65,Home Remodelers Orinda,SPAM,Google listing scam voicemail
CAL019a35d1c204787893ccf77446dad386,2025-10-30,inbound,54,Pleasant Hill GMB,SPAM,Google listing scam press 9 to opt out
CAL019a35e1cef5741691d3c869a417ab58,2025-10-30,inbound,14,Rhino Bathroom & Kitchen Remodel Oakland,INCOMPLETE,Just greetings cut off
CAL019a3623d2737429a85b21be1e5f81b3,2025-10-30,inbound,14,Rhino Concrete Livermore,INCOMPLETE,Just greetings no content
CAL019a3640062a78838ee53684dd5a72da,2025-10-30,inbound,73,ROLLE- Lead Center,OPERATIONS,FedEx Freight delivery scheduling
CAL019a364a76e27bc9bef3ce71b3260eb9,2025-10-30,inbound,163,Rhino Concrete Lafayette,SPAM,Walnut Creek City Lifestyle publication sales
CAL019a365258fe71c78f75939982b9c4a8,2025-10-30,inbound,49,Lafayette GMB,SPAM,Modern Home Builders magazine interview request
CAL019a365797617266bb8d9118e3b04633,2025-10-30,inbound,18,Orinda GMB,SPAM,Looking for business owner likely sales
CAL019a36a7fc4a7caaa5040485b5fc8515,2025-10-30,inbound,13,Orinda GMB,INCOMPLETE,Very short cutoff
CAL019a36adf0f07fa786b3237c8c5ca092,2025-10-30,inbound,9,Orinda GMB,SPAM,Google listing scam
CAL019a36b500bf7797aabe47c9b99cf0af,2025-10-30,inbound,20,Rhino Retaining Walls & Pavers Oakland,INCOMPLETE,Just greetings no content
CAL019a36b822277e309e0037f8fa9859d2,2025-10-30,inbound,57,Lafayette GMB,OPERATIONS,Internal scheduling Bill Harrison
CAL019a36e04b4e752aaf81f95b3c54ada2,2025-10-30,inbound,22,Orinda GMB,SYSTEM,IVR system press 1 to connect
CAL019a36ebefe97f41ab75169556ccaaa4,2025-10-30,inbound,21,Pleasant Hill GMB,SPAM,Google listing scam press 9 to opt out
CAL019a3b64e3e3740f972415e875b73385,2025-10-31,inbound,20,Lafayette GMB,SPAM,Local Splash marketing call
CAL019a3b76c00f7de587dc56d6706b0553,2025-10-31,inbound,43,Orinda GMB,OPERATIONS,Innodes Engineering following up on quote
CAL019a3b93a02778a08b4e73808f4aa2c6,2025-10-31,inbound,293,Rhino Drainage System Bay Area,CUSTOMER,French drain inquiry Fremont site visit scheduled
CAL019a3bc36f357e469913076fbe36d141,2025-10-31,inbound,31,Orinda GMB,SPAM,Intuit QuickBooks sales call
CAL019a3bf113b57b0a883ae74636de0d2e,2025-10-31,inbound,29,Lafayette GMB,OPERATIONS,Internal call casual
CAL019a3bfcf7027a1da35df8e2cd7f12d2,2025-10-31,inbound,82,Rhino Retaining Walls & Pavers Oakland,SPAM,Jobber software sales call
CAL019a3bff965170bda15b3a11f2438021,2025-10-31,inbound,12,Oakland ADU Builder & Room Addition,SPAM,Google search scam
CAL019a3c571c93727abb94e1b4bf5df606,2025-10-31,inbound,25,Lafayette GMB,SPAM,Local Splash marketing call
CAL019a3c5d58f978b589ce7bb45d25503f,2025-10-31,inbound,29,Oakland ADU Builder & Room Addition,INCOMPLETE,Just greetings no content
CAL019a3c9e558a7e4f9d5ef1564d98aa57,2025-10-31,inbound,74,Rhino Concrete Danville,CUSTOMER,Driveway replacement inquiry Danville
CAL019a4a8e32447aaaaa367507e39071b8,2025-11-03,inbound,41,Orinda GMB,OPERATIONS,City of Oakland calling about permits
CAL019a4aa67cf87d4d92806e49835a5ba8,2025-11-03,inbound,54,ADU San Jose,SPAM,Google listing scam
CAL019a4ae0d7a57a5a9bac3235fbed25ed,2025-11-03,inbound,69,Orinda GMB,OPERATIONS,Professional finisher looking for work
CAL019a4b4dc01571c3937fa91794072661,2025-11-03,inbound,212,Rhino Concrete Oakland,CUSTOMER,Driveway incline repair Berkeley
CAL019a4b93b71b7d1b8abaf6fdc4b60c93,2025-11-03,inbound,28,Lafayette GMB,OPERATIONS,Internal call scheduling
CAL019a4bd2e7f47c6ea9fc2371517c2840,2025-11-03,inbound,996,ROLLE- Lead Center,OPERATIONS,Customer payment discussion Orinda foundation job
CAL019a4bee2f207db49f1c42b090510bd6,2025-11-03,inbound,29,Home Remodelers Orinda,INCOMPLETE,Just greetings no content
CAL019a4c180e9273f7aecc12b13b70284d,2025-11-03,inbound,140,Rhino Concrete Oakland,CUSTOMER,City of Oakland bid request curbs gutters walkway
CAL019a4fa70ffb720aa22ccc2a3739a215,2025-11-04,inbound,60,Lafayette GMB,SPAM,Google listing scam press 9 to opt out
CAL019a4faaa0c5700fad1609799a44e7b0,2025-11-04,inbound,39,Rhino Concrete Lafayette,SPAM,Google listing scam press 9 to opt out
CAL019a5011c21479728995ac92a96c1fb0,2025-11-04,inbound,21,Orinda GMB,INCOMPLETE,Just greetings no content
CAL019a5077af7d72acbe4178d6add3940d,2025-11-04,inbound,10,Orinda GMB,INCOMPLETE,Just greetings no content
CAL019a5082420179f0aeb5f49c6a98a140,2025-11-04,inbound,16,Orinda GMB,INCOMPLETE,Just greetings no content
CAL019a508a19eb782a843bf0d3611f096b,2025-11-04,inbound,32,Lafayette GMB,SPAM,Asking for business owner likely sales
CAL019a50a83f547d4e931137e1c048be59,2025-11-04,inbound,17,Rhino Concrete Danville,INCOMPLETE,Just greetings no content
CAL019a50aab78b7586a2932b2fc8e74a10,2025-11-04,inbound,481,Lafayette GMB,CUSTOMER,Foundation repair inquiry La Quinta Hotel Livermore
CAL019a50b4940f79079bdec52e11cfc62b,2025-11-04,inbound,14,Pleasant Hill GMB,SPAM,Google search scam
CAL019a50dcda6878d7b612831d8fe1947e,2025-11-04,inbound,199,Oakland ADU Builder & Room Addition,CUSTOMER,ADU projects Fremont San Jose Belmont multi-family
CAL019a50f0d77b754589244b35b8d5fd6e,2025-11-04,inbound,220,Rhino Concrete Lafayette,CUSTOMER,Foundation cinder block wall repair Lafayette hillside
CAL019a5146efa57ef4aa85a4fedc1ba9b7,2025-11-04,inbound,148,ROLLE- Lead Center,OPERATIONS,Westside Building Materials payment processing
CAL019a5520dc5a7f82b23319be04755b2a,2025-11-05,inbound,28,Orinda GMB,INCOMPLETE,Just greetings no content
CAL019a55360c387036a5aae3c69f1db83e,2025-11-05,inbound,90,Orinda GMB,OPERATIONS,Sherwin Paint rep trying to reach Shay
CAL019a55714a0970cfb07b6e477bc0ab84,2025-11-05,inbound,15,Rhino Drainage System Bay Area,SPAM,Google listing scam
CAL019a557f88867773bfce48c88a6952e2,2025-11-05,inbound,21,Rhino Retaining Walls & Pavers Oakland,SPAM,Google listing scam
CAL019a55ab4f387f9ead6dfd6e3cdd43c4,2025-11-05,inbound,17,Home Remodelers Orinda,SPAM,Google listing scam
CAL019a55b7ced279af8bc72ee4d7f75c55,2025-11-05,inbound,73,Rhino Concrete Lafayette,SPAM,House Call Pro lead gen sales call
CAL019a560f351e71cfab4fe8ac7cbf52d1,2025-11-05,inbound,34,Rhino Bathroom & Kitchen Remodel Oakland,INCOMPLETE,Just greetings no content
CAL019a566f9ba87d9184da835787255613,2025-11-05,inbound,30,Oakland ADU Builder & Room Addition,SPAM,Small Business Lending credit line offer
CAL019a5a0b50807e7e86ac0dcdbea99c39,2025-11-06,inbound,40,Lafayette GMB,SPAM,Google listing scam EMG listings
CAL019a5a1d33687962879952dcac946d8a,2025-11-06,inbound,32,Orinda GMB,SPAM,Ads Guards security services sales
CAL019a5a26354a7457aba05c317cb8ed41,2025-11-06,inbound,16,Orinda GMB,INCOMPLETE,Just greetings no content
CAL019a5a27eb537fd88f1cac266de355d3,2025-11-06,inbound,10,Rhino Concrete Lafayette,SPAM,Google listing scam
CAL019a5a506f007a3589c84011e7169c06,2025-11-06,inbound,50,Home Remodelers Orinda,SPAM,House Call Pro sales call
CAL019a5a6e5a597f169487e2d8e783d686,2025-11-06,inbound,13,Oakland ADU Builder & Room Addition,INCOMPLETE,Just greetings no content
CAL019a5a9faeaf7891aa41868812b9a023,2025-11-06,inbound,10,Rhino Drainage System Bay Area,SPAM,Google listing scam
CAL019a5aa23b3179cfa2c8d4d7884e59d9,2025-11-06,inbound,10,Orinda GMB,SPAM,Google listing scam
CAL019a5afb7c237f0aa2132376e59b00cd,2025-11-06,inbound,167,Lafayette GMB,OPERATIONS,Internal accounting discussion Central Valley deposit
CAL019a5b29880577d89804942b5b66569a,2025-11-06,inbound,232,ROLLE- Lead Center,OPERATIONS,Westside Building Materials payment processing
CAL019a5b38cc26774f928154dea89f854c,2025-11-06,inbound,205,Lafayette GMB,OPERATIONS,City of Lafayette encroachment permit inquiry
CAL019a5b4896207021955c037fdc97e9e5,2025-11-06,inbound,18,Rhino Bathroom & Kitchen Remodel Oakland,INCOMPLETE,Just greetings no content
CAL019a5b4ffc407ac39ee11306e5499f59,2025-11-06,inbound,20,Oakland ADU Builder & Room Addition,SPAM,Merchant Service Center sales call
CAL019a5fa9e23c7315a8cb6e68b6a48aa0,2025-11-07,inbound,18,Lafayette GMB,INCOMPLETE,Just greetings no content
CAL019a5fc07d1a72eaa7f38c48803e4cf8,2025-11-07,inbound,19,Rhino Concrete Livermore,INCOMPLETE,Just greetings no content
CAL019a5fc36fc17db69e48b3f6071be4be,2025-11-07,inbound,14,Rhino Bathroom & Kitchen Remodel Oakland,INCOMPLETE,Just greetings no content
CAL019a5fec3bbc763085cf20d9eb46837a,2025-11-07,inbound,16,Orinda GMB,INCOMPLETE,Just greetings no content
CAL019a60274ee179f386b4552d629b27fe,2025-11-07,inbound,18,Rhino Retaining Walls & Pavers Oakland,SPAM,Google listing scam
CAL019a60bdcbf975d9b5572f6172436a1a,2025-11-07,inbound,25,Oakland ADU Builder & Room Addition,INCOMPLETE,Just greetings no content
CAL019a60d4a1357a7683c56cfc8ce89147,2025-11-07,inbound,217,Lafayette GMB,CUSTOMER,Foundation inquiry Isleton need to confirm coverage
CAL019a661e6ed472689a717a763ed24d6b,2025-11-08,inbound,50,Lafayette GMB,SPAM,Small Business Lending credit line offer
CAL019a6f14ca5a7c5fa21ec592581609ff,2025-11-10,inbound,25,Orinda GMB,INCOMPLETE,Just greetings no content
CAL019a6f7240d3749e9ec2024701366da4,2025-11-10,inbound,45,Rhino Bathroom & Kitchen Remodel Oakland,SPAM,Social media marketing sales call
CAL019a6f99a5377c2498d820f9a0e40ae9,2025-11-10,inbound,12,Lafayette GMB,SPAM,Google listing scam
CAL019a6f9b84ca7152bda0f2c553c1653e,2025-11-10,inbound,32,Orinda GMB,SPAM,Looking for Rhino rep likely sales
CAL019a6f9e059c7d9585d4c6644213fe57,2025-11-10,inbound,11,Lafayette GMB,SPAM,Google listing scam
CAL019a6fa0ae6e7aef868faca4e85adf6a,2025-11-10,inbound,567,Lafayette GMB,OPERATIONS,Internal accounting Standard Plumbing receipts
CAL019a6fe1e0367628a420177104117f1d,2025-11-10,inbound,143,ROLLE- Lead Center,OPERATIONS,Westside Building Materials payment processing
CAL019a6fe978f97a1aad3da0a1b89a2aa6,2025-11-10,inbound,23,Rhino Concrete Lafayette,INCOMPLETE,Just greetings no content
CAL019a701f47a870219e3a726459cc5761,2025-11-10,inbound,21,Lafayette GMB,SPAM,Random Bollywood reference likely robocall
CAL019a702c4c9a701286fd256420ec6a89,2025-11-10,inbound,92,Lafayette GMB,NOT_FIT,Foundation inquiry Vacaville outside service area
CAL019a70401ee97989970e50898259f8c6,2025-11-10,inbound,83,Lafayette GMB,NOT_FIT,Foundation waterproofing inquiry Sebastopol too far
CAL019a73d8d62677b893df9aba095f37b5,2025-11-11,inbound,35,Lafayette GMB,OPERATIONS,Job seeker apprentice position inquiry
CAL019a742b4b2d7e8f848f2c3b587cdd0a,2025-11-11,inbound,20,Orinda GMB,INCOMPLETE,Just greetings no content
CAL019a7450f46d78c28cfb9894a3c8335e,2025-11-11,inbound,25,Rhino Concrete Lafayette,INCOMPLETE,Just greetings no content
CAL019a7452121d7f03be1f9bd8003531ca,2025-11-11,inbound,13,Orinda GMB,INCOMPLETE,Just greetings no content
CAL019a749bae4276028621b96d14cc3eec,2025-11-11,inbound,13,Lafayette GMB,SPAM,Google listing scam
CAL019a74b957c270d4bdafc73e86f01592,2025-11-11,inbound,44,Lafayette GMB,OPERATIONS,Internal call credit card 3% charge
CAL019a74b9f36b723784e0f250f8203f9f,2025-11-11,inbound,53,Rhino Concrete Oakland,SPAM,Google listing scam press 9 to opt out
CAL019a74c8b170714f8f6c7abca71bab4d,2025-11-11,inbound,18,Rhino Concrete Oakland,INCOMPLETE,Just greetings no content
CAL019a74d17d8a783f96367db30629c5df,2025-11-11,inbound,31,Orinda GMB,SPAM,Google listing scam press 9 to opt out
CAL019a756bf54e7daa9145c9b7695504b4,2025-11-11,inbound,188,ROLLE- Lead Center,OPERATIONS,Subcontractor call about bifold door repair instructions
CAL019a78eb97f072bd8ab2c3e798807852,2025-11-12,inbound,45,Orinda GMB,CUSTOMER,Kitchen rebuild water damage Oakland
CAL019a792380e5766d8fd485582a8dc56c,2025-11-12,inbound,11,Lafayette GMB,SPAM,Google listing scam
CAL019a79432c597c428f9031c129b776b0,2025-11-12,inbound,17,Lafayette GMB,INCOMPLETE,Just greetings no content
CAL019a799d860d77c3a93f4d4ebcdf90c5,2025-11-12,inbound,207,Lafayette GMB,OPERATIONS,Realm partner calling about new contract
CAL019a79b353727c61b3eec6d5756a2477,2025-11-12,inbound,461,Lafayette GMB,CUSTOMER,Excavation ADU hillside Concord site visit scheduled
CAL019a79d48e187bd9a21aca8194eb4600,2025-11-12,inbound,15,Lafayette GMB,INCOMPLETE,Just greetings no content
CAL019a79fcf70674a59a4eb40d62a12958,2025-11-12,inbound,25,Lafayette GMB,OPERATIONS,Internal call confirmation
CAL019a79fd63a775e59860bc52ce0a28a2,2025-11-12,inbound,13,Orinda GMB,INCOMPLETE,Just greetings no content
CAL019a7a030ed47ce591b35efa0eba5126,2025-11-12,inbound,14,Rhino Concrete Oakland,SPAM,Google voice search scam
CAL019a7a0883ce7ada871f88a6c0e374a2,2025-11-12,inbound,14,Rhino Concrete Livermore,SPAM,Google listing scam
CAL019a7a235acf77eda3cbb44ed91cc710,2025-11-12,inbound,31,Lafayette GMB,SPAM,Google listing scam EMG listings
CAL019a7a67b58d7b08aec66ef5da1fe051,2025-11-12,inbound,124,ROLLE- Lead Center,OPERATIONS,Westside Building Materials payment processing
CAL019a7a746059726e9d35b6d61a44186f,2025-11-12,inbound,84,Lafayette GMB,OPERATIONS,Realm partner Matt verifying missed call from Shay
CAL019a7b20fc81759ca911ef64bf7af5f1,2025-11-12,inbound,50,Orinda GMB,SPAM,Small Business Lending credit line offer
CAL019a7e0e444f79e6ab6ceb229cdef198,2025-11-13,inbound,42,Lafayette GMB,NOT_FIT,Commercial bid request Santa Rosa outside service area
CAL019a7e28d7ee70a4a14247f12aa7a6bb,2025-11-13,inbound,41,Orinda GMB,SPAM,Google listing scam press 9 to opt out
CAL019a7ea0c9b37b18862bdcdc79f77e7f,2025-11-13,inbound,16,Rhino Bathroom & Home Remodeler Orinda,SPAM,Google listing scam
CAL019a7ee938937ff3811d73f79221b0cd,2025-11-13,inbound,344,Orinda GMB,CUSTOMER,Bathroom remodel repairs Oakland site visit scheduled
CAL019a7f1acb007cfaa13be12afb881474,2025-11-13,inbound,62,Lafayette GMB,OPERATIONS,Internal accounting payment 300
CAL019a7f2e0e4072c8b5a3526456c8dfd6,2025-11-13,inbound,11,Oakland ADU Builder & Room Addition,SPAM,Google listing scam
CAL019a7f634f8979c9a3e7bd217b2723e8,2025-11-13,inbound,37,ROLLE- Lead Center,OPERATIONS,Contra Costa County Fire callback
CAL019a833ae6cf7102a91676ecc7febb5a,2025-11-14,inbound,60,Rhino Concrete Oakland,SPAM,Google listing scam press 9 to opt out
CAL019a83410329745d9d0b090f6a43fa47,2025-11-14,inbound,33,Rhino Bathroom & Home Remodeler Orinda,SPAM,Google listing scam
CAL019a83588f50740c9a0a5a0375ad05d5,2025-11-14,inbound,92,Orinda GMB,OPERATIONS,Caller looking for fly ash slurry wrong number
CAL019a836bfe59708c910831236016359c,2025-11-14,inbound,9,Lafayette GMB,SPAM,Google listing scam
CAL019a83773612746f8a245066acfd9e33,2025-11-14,inbound,18,Orinda GMB,INCOMPLETE,Just greetings no content
CAL019a837f7f877636bcdf820c3c6480c1,2025-11-14,inbound,99,Rhino Builder Website Number,SPAM,Aspire Institute business workshop sales
CAL019a83e23e3471aba353b8420ac67f68,2025-11-14,inbound,16,Pleasant Hill GMB,INCOMPLETE,Just greetings no content
CAL019a841322ac7a9fb8e36b6282fd6fc7,2025-11-14,inbound,18,Rhino Drainage System Bay Area,SPAM,Merchant Service Center sales call
CAL019a844b4e8a72be9a4ff9908e7b5acc,2025-11-14,inbound,70,Orinda GMB,CUSTOMER,Customer follow-up 90 Broadway Oakley waiting for estimate
CAL019a84656a0d70ae886ad4e54fcac350,2025-11-14,inbound,21,Home Remodelers Orinda,INCOMPLETE,Just greetings no content
CAL019a847f2b80786a9362f79658bd4f51,2025-11-14,inbound,9,Rhino Bathroom & Kitchen Remodel Oakland,INCOMPLETE,Very short just name
CAL019a84823d427e73af3331feb166d11e,2025-11-14,inbound,12,ROLLE- Lead Center,INCOMPLETE,Short greeting only - no meaningful content
CAL019a84829290773c92f9b194efcb958c,2025-11-14,inbound,78,ROLLE- Lead Center,OPERATIONS,Confused call about Home Depot number and nephew
CAL019a848485687c7aa8354b7cabc975c0,2025-11-14,inbound,111,ROLLE- Lead Center,OPERATIONS,Home Depot material payment - plumbing supplies
CAL019a848cdd367e629aebca4af8b7387f,2025-11-14,inbound,16,Pleasant Hill GMB,INCOMPLETE,Short greeting only - caller hung up
CAL019a848ddc0d7c9cb0ffa005b854ba2c,2025-11-14,inbound,15,Rhino Bathroom & Kitchen Remodel Oakland,INCOMPLETE,Short greeting - call cut off
CAL019a84926f16739aa7712d8ec0d6c8d7,2025-11-14,inbound,18,Rhino Drainage System Bay Area,SPAM,Merchant Service Center sales call
CAL019a92b97e4b7722baf545052f7868fb,2025-11-17,inbound,40,Rhino Retaining Walls & Pavers Oakland,SPAM,Press 9 to opt out robocall
CAL019a930585727b45bd77552926d8d8c5,2025-11-17,inbound,16,Orinda GMB,INCOMPLETE,Short greeting only - no meaningful content
CAL019a930efb197f3a8c430d9c073d45a1,2025-11-17,inbound,10,Orinda GMB,INCOMPLETE,Partial sentence - call cut off
CAL019a935ce87f7130bdd3e29e0f385d00,2025-11-17,inbound,44,Orinda GMB,SPAM,QuickBooks third party sales pitch - credit card fees
CAL019a939ff26070ec8fc63e4fc6f892df,2025-11-17,inbound,14,Lafayette GMB,SPAM,Google listing scam - partial message
CAL019a93a10adf7f4c8a1235ad3658734f,2025-11-17,inbound,51,Lafayette GMB,INCOMPLETE,Confused call with no clear purpose
CAL019a94832c4f7125a70d9d385a39a016,2025-11-17,inbound,33,Pleasant Hill GMB,SPAM,Ally Storage Containers sales pitch
CAL019a9498d8257f7880253aba59c3ab7b,2025-11-17,inbound,43,Rhino Concrete Oakland,CUSTOMER,Inquiry about concrete cut for driveway in Dublin-San Ramon
CAL019a97bb87167b82ae121c973625186e,2025-11-18,inbound,59,Rhino Concrete Oakland,CUSTOMER,Salvation Army walkway repair inquiry - Oakland
CAL019a97c0d54973e18931c02bb70174ec,2025-11-18,inbound,67,Rhino Retaining Walls & Pavers Oakland,CUSTOMER,Same Salvation Army walkway - duplicate inquiry
CAL019a98282db37065912d08115206c9b0,2025-11-18,inbound,15,Orinda GMB,INCOMPLETE,Short greeting only - no meaningful content
CAL019a9856bc677880b4b512d8949e4e4b,2025-11-18,inbound,50,Rhino Siding & Window Replacement,NOT_FIT,Contractor needing window install help - not Rhino service type
CAL019a9d14e4c471488e5d7ce6fd8df4ca,2025-11-19,inbound,17,Orinda GMB,INCOMPLETE,Short greeting only - no meaningful content
CAL019a9d4e3c3e7e738aadc8d28931425b,2025-11-19,inbound,239,Oakland ADU Builder & Room Addition,CUSTOMER,Garage conversion to ADU inquiry - Oakland - appointment set
CAL019a9d8a0a2c7a25bd9fca1cf93af8dc,2025-11-19,inbound,21,Orinda GMB,INCOMPLETE,Short partial greeting - no meaningful content
